sis_habilitado,fecha_cobro,fecha_mora,numero_cuota,valor_cuota,valor_pagado_cuota,valor_tasa_administrativa,valor_impuesto,abono_capital,esta_pagado,esta_mora,id_historico_plan_contrato,dispositivo,rastreo,dispositivo_esta_pagado,rastreo_esta_pagado
A,2022-06-10,2022-06-20,1,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2022-07-10,2022-07-20,2,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2022-08-10,2022-08-20,3,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2022-09-10,2022-09-20,4,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2022-10-10,2022-10-20,5,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2022-11-10,2022-11-20,6,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2022-12-10,2022-12-20,7,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-01-10,2023-01-20,8,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-02-10,2023-02-20,9,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-03-10,2023-03-20,10,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-04-10,2023-04-20,11,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-05-10,2023-05-20,12,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-06-10,2023-06-20,13,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-07-10,2023-07-20,14,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-08-10,2023-08-20,15,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-09-10,2023-09-20,16,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-10-10,2023-10-20,17,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-11-10,2023-11-20,18,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2023-12-10,2023-12-20,19,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-01-10,2024-01-20,20,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-02-10,2024-02-20,21,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-03-10,2024-03-20,22,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-04-10,2024-04-20,23,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-05-10,2024-05-20,24,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-06-10,2024-06-20,25,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-07-10,2024-07-20,26,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-08-10,2024-08-20,27,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-09-10,2024-09-20,28,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-10-10,2024-10-20,29,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-11-10,2024-11-20,30,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2024-12-10,2024-12-20,31,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-01-10,2025-01-20,32,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-02-10,2025-02-20,33,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-03-10,2025-03-20,34,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-04-10,2025-04-20,35,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-05-10,2025-05-20,36,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-06-10,2025-06-20,37,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-07-10,2025-07-20,38,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-08-10,2025-08-20,39,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-09-10,2025-09-20,40,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-10-10,2025-10-20,41,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-11-10,2025-11-20,42,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2025-12-10,2025-12-20,43,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-01-10,2026-01-20,44,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-02-10,2026-02-20,45,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-03-10,2026-03-20,46,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-04-10,2026-04-20,47,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-05-10,2026-05-20,48,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-06-10,2026-06-20,49,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-07-10,2026-07-20,50,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-08-10,2026-08-20,51,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-09-10,2026-09-20,52,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-10-10,2026-10-20,53,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-11-10,2026-11-20,54,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2026-12-10,2026-12-20,55,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-01-10,2027-01-20,56,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-02-10,2027-02-20,57,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-03-10,2027-03-20,58,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-04-10,2027-04-20,59,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-05-10,2027-05-20,60,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-06-10,2027-06-20,61,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-07-10,2027-07-20,62,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-08-10,2027-08-20,63,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-09-10,2027-09-20,64,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-10-10,2027-10-20,65,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-11-10,2027-11-20,66,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2027-12-10,2027-12-20,67,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-01-10,2028-01-20,68,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-02-10,2028-02-20,69,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-03-10,2028-03-20,70,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-04-10,2028-04-20,71,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-05-10,2028-05-20,72,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-06-10,2028-06-20,73,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-07-10,2028-07-20,74,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-08-10,2028-08-20,75,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-09-10,2028-09-20,76,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-10-10,2028-10-20,77,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-11-10,2028-11-20,78,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2028-12-10,2028-12-20,79,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2029-01-10,2029-01-20,80,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2029-02-10,2029-02-20,81,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2029-03-10,2029-03-20,82,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2029-04-10,2029-04-20,83,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2029-05-10,2029-05-20,84,284.00,0.00,40.99,4.92,238.10,N,N,18,0.00,0.00,N,N
A,2022-06-10,2022-06-20,1,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2022-07-10,2022-07-20,2,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2022-08-10,2022-08-20,3,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2022-09-10,2022-09-20,4,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2022-10-10,2022-10-20,5,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2022-11-10,2022-11-20,6,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2022-12-10,2022-12-20,7,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-01-10,2023-01-20,8,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-02-10,2023-02-20,9,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-03-10,2023-03-20,10,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-04-10,2023-04-20,11,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-05-10,2023-05-20,12,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-06-10,2023-06-20,13,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-07-10,2023-07-20,14,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-08-10,2023-08-20,15,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-09-10,2023-09-20,16,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-10-10,2023-10-20,17,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-11-10,2023-11-20,18,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2023-12-10,2023-12-20,19,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-01-10,2024-01-20,20,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-02-10,2024-02-20,21,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-03-10,2024-03-20,22,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-04-10,2024-04-20,23,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-05-10,2024-05-20,24,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-06-10,2024-06-20,25,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-07-10,2024-07-20,26,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-08-10,2024-08-20,27,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-09-10,2024-09-20,28,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-10-10,2024-10-20,29,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-11-10,2024-11-20,30,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2024-12-10,2024-12-20,31,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2025-01-10,2025-01-20,32,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2025-02-10,2025-02-20,33,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2025-03-10,2025-03-20,34,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2025-04-10,2025-04-20,35,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2025-05-10,2025-05-20,36,123.00,0.00,35.42,4.25,83.33,N,N,19,0.00,0.00,N,N
A,2021-11-01,2021-11-11,1,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2021-12-10,2021-12-20,2,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2022-01-18,2022-01-28,3,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2022-02-26,2022-03-08,4,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2022-04-06,2022-04-16,5,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2022-05-15,2022-05-25,6,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2022-06-23,2022-07-03,7,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2022-08-01,2022-08-11,8,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2022-09-09,2022-09-19,9,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2022-10-18,2022-10-28,10,284.00,284.00,40.99,4.92,238.10,S,N,20,0.00,0.00,N,N
A,2022-11-26,2022-12-06,11,284.00,0.00,40.99,4.92,238.10,N,S,20,0.00,0.00,N,N
A,2023-01-04,2023-01-14,12,284.00,0.00,40.99,4.92,238.10,N,S,20,0.00,0.00,N,N
A,2023-02-12,2023-02-22,13,284.00,0.00,40.99,4.92,238.10,N,S,20,0.00,0.00,N,N
A,2023-03-23,2023-04-02,14,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2023-05-01,2023-05-11,15,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2023-06-09,2023-06-19,16,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2023-07-18,2023-07-28,17,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2023-08-26,2023-09-05,18,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2023-10-04,2023-10-14,19,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2023-11-12,2023-11-22,20,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2023-12-21,2023-12-31,21,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2024-01-29,2024-02-08,22,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2024-03-08,2024-03-18,23,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2024-04-16,2024-04-26,24,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2024-05-25,2024-06-04,25,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2024-07-03,2024-07-13,26,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2024-08-11,2024-08-21,27,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2024-09-19,2024-09-29,28,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2024-10-28,2024-11-07,29,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2024-12-06,2024-12-16,30,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-01-14,2025-01-24,31,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-02-22,2025-03-04,32,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-04-02,2025-04-12,33,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-05-11,2025-05-21,34,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-06-19,2025-06-29,35,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-07-28,2025-08-07,36,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-09-05,2025-09-15,37,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-10-14,2025-10-24,38,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-11-22,2025-12-02,39,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2025-12-31,2026-01-10,40,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2026-02-08,2026-02-18,41,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2026-03-19,2026-03-29,42,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2026-04-27,2026-05-07,43,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2026-06-05,2026-06-15,44,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2026-07-14,2026-07-24,45,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2026-08-22,2026-09-01,46,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2026-09-30,2026-10-10,47,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2026-11-08,2026-11-18,48,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2026-12-17,2026-12-27,49,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2027-01-25,2027-02-04,50,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2027-03-05,2027-03-15,51,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2027-04-13,2027-04-23,52,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2027-05-22,2027-06-01,53,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2027-06-30,2027-07-10,54,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2027-08-08,2027-08-18,55,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2027-09-16,2027-09-26,56,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2027-10-25,2027-11-04,57,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2027-12-03,2027-12-13,58,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-01-11,2028-01-21,59,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-02-19,2028-02-29,60,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-03-29,2028-04-08,61,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-05-07,2028-05-17,62,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-06-15,2028-06-25,63,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-07-24,2028-08-03,64,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-09-01,2028-09-11,65,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-10-10,2028-10-20,66,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-11-18,2028-11-28,67,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2028-12-27,2029-01-06,68,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2029-02-04,2029-02-14,69,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2029-03-15,2029-03-25,70,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2029-04-23,2029-05-03,71,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2029-06-01,2029-06-11,72,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2029-07-10,2029-07-20,73,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2029-08-18,2029-08-28,74,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2029-09-26,2029-10-06,75,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2029-11-04,2029-11-14,76,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2029-12-13,2029-12-23,77,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2030-01-21,2030-01-31,78,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2030-03-01,2030-03-11,79,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2030-04-09,2030-04-19,80,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2030-05-18,2030-05-28,81,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2030-06-26,2030-07-06,82,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2030-08-04,2030-08-14,83,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2030-09-12,2030-09-22,84,284.00,0.00,40.99,4.92,238.10,N,N,20,0.00,0.00,N,N
A,2021-07-16,2021-07-26,1,123.00,0.00,35.42,4.25,83.33,S,N,21,0.00,0.00,N,N
A,2021-08-16,2021-08-26,2,123.00,0.00,35.42,4.25,83.33,S,N,21,0.00,0.00,N,N
A,2021-09-16,2021-09-26,3,123.00,0.00,35.42,4.25,83.33,S,N,21,0.00,0.00,N,N
A,2021-10-16,2021-10-26,4,123.00,0.00,35.42,4.25,83.33,S,N,21,0.00,0.00,N,N
A,2021-11-16,2021-11-26,5,123.00,0.00,35.42,4.25,83.33,S,N,21,0.00,0.00,N,N
A,2021-12-16,2021-12-26,6,123.00,0.00,35.42,4.25,83.33,S,N,21,0.00,0.00,N,N
A,2022-01-16,2022-01-26,7,123.00,0.00,35.42,4.25,83.33,S,N,21,0.00,0.00,N,N
A,2022-02-16,2022-02-26,8,123.00,0.00,35.42,4.25,83.33,S,N,21,0.00,0.00,N,N
A,2022-03-16,2022-03-26,9,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2022-04-16,2022-04-26,10,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2022-05-16,2022-05-26,11,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2022-06-16,2022-06-26,12,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2022-07-16,2022-07-26,13,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2022-08-16,2022-08-26,14,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2022-09-16,2022-09-26,15,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2022-10-16,2022-10-26,16,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2022-11-16,2022-11-26,17,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2022-12-16,2022-12-26,18,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-01-16,2023-01-26,19,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-02-16,2023-02-26,20,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-03-16,2023-03-26,21,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-04-16,2023-04-26,22,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-05-16,2023-05-26,23,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-06-16,2023-06-26,24,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-07-16,2023-07-26,25,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-08-16,2023-08-26,26,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-09-16,2023-09-26,27,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-10-16,2023-10-26,28,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-11-16,2023-11-26,29,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2023-12-16,2023-12-26,30,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2024-01-16,2024-01-26,31,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2024-02-16,2024-02-26,32,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2024-03-16,2024-03-26,33,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2024-04-16,2024-04-26,34,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2024-05-16,2024-05-26,35,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2024-06-16,2024-06-26,36,123.00,0.00,35.42,4.25,83.33,N,N,21,0.00,0.00,N,N
A,2021-08-02,2021-08-12,1,171.00,0.00,25.13,03.03,142.86,N,N,22,0.00,0.00,N,N
A,2021-09-02,2021-09-12,2,171.00,0.00,25.13,03.02,142.86,N,N,22,0.00,0.00,N,N
A,2021-10-02,2021-10-12,3,171.00,0.00,25.13,03.02,142.86,N,N,22,0.00,0.00,N,N
A,2021-11-02,2021-11-12,4,171.00,0.00,25.13,03.02,142.86,N,N,22,0.00,0.00,N,N
A,2021-12-02,2021-12-12,5,171.00,0.00,25.13,03.02,142.86,N,N,22,0.00,0.00,N,N
A,2022-01-02,2022-01-12,6,171.00,0.00,25.13,03.02,142.86,N,N,22,0.00,0.00,N,N
A,2022-02-02,2022-02-12,7,171.00,0.00,25.13,03.02,142.86,N,N,22,0.00,0.00,N,N
